User ID,Movie ID,Rating
1,1494,1.87955664937863
1,9947,3.4509070795201
1,277685,1.4524934820353548
1,33155,4.018186638694155
1,19933,1.1781977186177381
1,23827,4.993372749617421
1,8688,4.2056202054943785
1,18841,3.45078661202117
1,881,4.0740016945159025
1,22825,1.0121059908401633
2,37903,3.6679924129788084
2,9441,2.2439644068141105
2,10981,2.307144627882594
2,157058,3.6499939195329167
2,38093,1.6710078368364618
2,16072,1.1742682742305006
2,795,1.0999517737378746
2,8883,2.457698123224263
2,16608,4.03544086935481
2,10663,3.915677086111797
2,87826,2.7851336221704535
3,73532,2.9577757474166115
3,324322,2.6171205976052923
3,62211,1.9406483877435754
3,36970,2.9427081178084262
3,36691,1.9210188084057718
3,11357,1.717488364996162
3,424,3.5713732780766665
3,343409,3.6784846415812886
3,21494,1.986594033307619
4,10398,2.4594378158322643
4,19844,1.5544354162488432
4,42586,4.775716733385721
4,593,3.7501644084890646
4,9679,1.9659699233013335
4,50135,1.5735167764667617
4,324668,1.3313776057667348
4,4597,2.043889177483591
4,7451,3.0133833055995063
4,13523,1.0875772201215868
5,44826,2.485481932462228
5,325133,2.466310467176691
5,8197,1.4078161837406262
5,49021,2.980575527099105
5,2662,1.8377134354438707
5,2114,3.242833155926648
5,28355,2.2432116067257195
5,16072,1.7260737738629648
5,9035,4.209948899349907
5,13919,3.716752328760709
5,76617,4.537480309102772
5,329540,3.437415907496197
5,318846,1.688366972773907
5,49787,2.7578460930319735
6,22913,4.930894434005731
6,2621,2.5226220732176654
6,293644,4.517694597046875
6,325579,2.6409571544796884
6,19724,2.1622702307493555
6,14560,3.8307627455533027
6,10013,2.8770479163826264
6,824,3.8497994337531183
6,9341,1.6505060754096794
6,7980,3.766091639318795
7,13518,3.2068111086977837
7,43539,4.8178059342939425
7,7504,4.811531597729226
7,1368,2.9468302542922378
7,49521,2.9761825149674506
7,11170,1.1423693406994166
7,250184,1.1091465934152946
7,9607,1.5128003248753936
7,11302,1.40775079442099
7,8326,3.2027964636954813
8,8054,4.137824087116728
8,11093,2.7334025394499912
8,9667,2.46986665078997
8,429,4.9909096416477485
8,10030,3.3091891546786303
8,1574,1.42127251804635
9,11979,1.6924667762306829
9,650,3.5120135944852686
9,181940,1.9179016125580226
9,559,4.068269129814059
9,8247,2.7291187191872974
9,283671,4.370442789345792
9,78149,4.662177298591349
9,431,4.166775974226407
10,16617,3.8075105043411686
10,38319,2.547771998737664
10,193893,1.6328554247196165
10,16899,4.769959919556499
10,123553,1.5442260731340087
10,71157,4.504683708412873
10,11456,3.6269680210261086
10,71547,1.975498315143537
10,711,2.8782237632893524
10,18615,1.5961046612213345
11,5854,2.4602692911310986
11,8292,2.1291590876706388
11,243,3.3178300252614243
11,1272,3.387859180466015
11,36668,2.9448318729195604
12,41630,3.103951425462473
12,747,2.0921771826700253
12,8055,1.4607546639830975
12,17379,3.760340445661942
12,1950,1.5730122228929844
12,10664,1.8370097154155403
12,15648,2.7157357067663894
12,76493,3.8818704502922756
12,28089,4.950438146742544
13,55306,4.890610028086452
13,9093,3.124422136413479
13,10481,2.418529879697941
13,504,3.3771580382393775
13,1073,2.961186672771175
13,23049,2.236572044773112
13,6961,2.257626268504078
13,10402,4.984300812687227
13,77950,3.930664995609174
13,10786,4.640364797058647
13,11351,1.0295134216441943
13,24055,4.205843750734406
13,2698,3.806705552218125
14,9562,3.8726534900059324
14,568,2.3548555773037183
14,10991,1.028243663381831
14,2925,3.189855831763409
14,42586,1.6475391663420504
15,1907,4.255201012697816
15,8435,3.967659490294769
15,927,1.2647111685746988
15,9381,3.3959347206983233
15,2610,2.8077107754968447
15,10061,3.2996396759805475
15,13812,1.6634200133794632
15,79777,4.620921668010306
15,10478,4.557286834979522
16,644,4.045048532221939
16,76640,1.6660450841463579
16,11983,2.7102279776743616
16,8386,4.8960248708558485
16,2251,2.087315934737532
16,200,4.209181049844673
16,28053,1.4701434353162095
16,49951,1.7324126884431088
17,290595,4.322196071308515
17,31932,2.064633035119066
17,13785,1.3811189168411158
17,6957,4.8498703773528655
17,2024,1.0733215663251467
17,8870,3.7858882674238785
17,318846,1.9613020561239067
17,2895,3.4212756921275758
17,7347,1.5224960805308565
17,9574,4.362014003115773
18,5255,1.1659282401877533
18,5722,2.168106810168726
18,71676,4.900848215254329
18,207769,4.273208116728865
18,10641,2.17139224007064
18,7304,4.116091572060894
18,227306,1.1785646300750932
18,11219,1.0533154098443789
18,272878,3.632276628298928
19,22825,3.666517788916858
19,10400,3.006604403582404
19,10691,2.478313394037599
19,9763,1.9021613429627995
19,168530,1.574833063090979
19,9975,1.4886398691711973
19,9631,3.3701421814646717
19,13967,1.427305992180811
20,10135,3.7797986466962232
20,354110,1.0970273192203694
20,241251,2.6246808187851736
20,23631,2.7902799823416427
20,23330,4.806495065370372
20,236751,1.0063432129586438
20,74536,2.0326738778613294
20,224569,1.1443285620211552
20,10416,4.232307380768349
20,3033,3.7756705516621802
20,10391,2.833411180828156
20,5255,4.563559586800324
20,80468,3.3011889448872065
20,11858,3.815854252437294
21,87499,1.5607896029401105
21,4248,4.810341301967653
21,12085,3.41852581454456
21,49010,1.1256770978827935
21,1999,3.6980737763614355
21,9331,4.6205194260062825
21,19615,4.324172710100423
21,9544,4.893453926937255
22,270487,3.5699219182680655
22,10214,4.455202857036741
22,6415,3.082144729459727
22,291805,1.9989272507597922
22,280391,2.8453810719284425
22,8850,3.927471779841675
22,281730,2.8725937083448994
22,10162,3.811172723688317
22,59440,2.6378599987861406
23,7735,4.4681470902911595
23,72086,3.4461967135682023
23,159770,4.027764750215352
23,9588,3.5725959507540743
23,215918,2.600762870731229
23,254472,2.833038378231241
23,293646,2.8312662106963558
24,32740,2.957859701337283
24,43839,4.642909394520013
24,198663,4.484246261430831
24,4964,2.4112275488878625
24,2266,1.3184205816271635
25,1073,2.3753763832319486
25,686,2.715776000049849
25,888,1.7330001861406457
25,16633,1.9440068369918624
25,22007,2.8058912284799296
25,68737,4.936194410092112
25,49018,1.9097970457862545
25,44009,3.7195525472278237
25,10092,1.3270567651681024
25,20337,1.502406401932987
26,810,3.4730571201659135
26,9455,1.9477747950272755
26,13963,3.3024025696230144
26,38745,3.6695705787700206
26,13460,2.8315733268966694
26,41513,2.634556252316532
27,9275,2.849864901258798
27,8247,4.132622039545254
27,15927,1.8093784752433133
27,9280,4.780073740307188
27,6968,1.1752371030755473
27,47088,3.148903488880293
27,13807,2.60572339316665
27,3049,2.1481305015515733
27,9408,1.3171080925570435
27,228203,2.85256889698033
27,9685,3.3961466221487235
27,1729,2.451202132480753
27,7548,2.511045936283366
28,711,1.3515048561432526
28,10944,1.3295315548180016
28,55561,3.25564765534819
28,11353,1.396422174195863
28,14164,2.8498402755385297
28,10461,4.249144275514806
29,17431,1.3411378061535437
29,102651,4.396507179654735
29,9517,4.460789392616026
29,223485,4.055538939667349
29,44835,2.360907588794521
29,45658,1.8308512310260268
29,1440,1.2613382404802125
29,189711,1.7912333245227798
29,12621,1.78265166247545
29,5528,2.823825844692929
29,11228,4.377698876346997
29,64807,2.533058235314776
29,1830,2.438439089217714
30,11439,4.044697530938288
30,39053,1.839736892535894
30,55561,2.457803241234797
30,55180,4.769010102861703
30,8681,1.1871147314508153
30,14429,3.0113483948428796
30,65203,1.9933641723727895
30,76996,2.5011917971842044
30,242,3.1950504959788764
30,9594,3.404054381063571
30,146269,2.9860047280637136
30,289,2.883797437914159
31,65,1.8606457127477078
31,16508,1.242434456403683
31,208763,1.0454345489008898
31,23172,3.1936071511534605
31,2642,2.6265297168477586
31,134,1.975176299929562
31,77156,4.623818673225571
31,12177,1.7167031596888354
32,9770,3.172314198072516
32,540,1.3214379590426666
32,10253,1.967803366987475
32,11194,3.7259057831803415
32,49852,1.1548449413849058
33,9273,1.220503210253824
33,38357,1.922486288695422
33,28089,3.1451990701840344
33,22821,2.997685142019726
33,1788,4.935735765486242
33,36691,1.6658669681109295
33,11377,3.7216408201227087
33,82695,2.678647676761638
33,11351,4.572110203073191
33,786,3.7011276669316358
33,18808,2.784421416612142
33,9598,4.4568291023496815
33,38093,2.6683302302601053
33,75986,1.01097964158477
34,1544,3.7604302499400593
34,8359,3.129141291147987
34,39141,1.3119718053806824
34,35691,4.993306450697051
34,10674,2.2060021455752774
34,10068,1.553032386590016
34,45380,2.9137985761593934
34,4551,3.1628482598781313
34,9566,1.2845209465766434
34,38,1.1950596908779252
34,2057,2.334148226416364
34,9986,4.724365867268316
35,9701,4.331370107424602
35,15660,1.041589832367178
35,19344,2.977313733413563
35,198370,1.8458987544877683
35,1792,2.015763644822955
35,103903,3.30104065980113
35,362765,4.2194633739944685
35,79694,3.6049737060803304
35,13908,1.564663142833993
35,50839,3.632213007500663
35,812,3.9521217626613754
35,184315,3.128961110451564
36,52449,4.552866491810811
36,6623,4.4271396207613005
36,203801,3.9610181146653036
36,10105,4.252992082664451
36,71859,4.231837225014228
36,20761,3.556933191215372
36,45649,3.3421736584682984
36,1389,2.784008805732977
36,83770,1.01156144172147
36,34335,4.293534478259048
36,13079,2.2657946822489325
36,74,4.972236896350781
37,2056,1.8167266482311715
37,2698,4.681912528802306
37,14284,2.7406177608622504
37,38317,3.0360670515496198
37,447027,1.26267182942859
37,89325,1.2791662504994097
37,15670,1.566277405039079
37,606,1.7832161254108034
37,6477,1.1947821557657528
37,11371,4.032116984041329
37,664,1.959972402613455
37,174311,1.7715738155164704
38,62764,1.485944083824522
38,52520,3.2311371262857236
38,27983,1.9351072509148808
38,270487,4.159577508187478
38,184,1.305921843334183
38,35169,1.9011433602092414
38,1535,4.9774801257170855
38,4929,2.1796421396886414
38,41508,3.6720308332637828
38,263503,2.153094146159998
38,1266,1.8088899228472792
39,9533,2.0750438020331883
39,55561,1.012969089971782
39,38050,3.4750717036536383
39,44639,1.1364590993565056
39,208763,4.535819204293537
39,136835,1.117054271191086
39,46261,1.5483584640740022
39,11697,4.846848264138895
39,7303,1.968076179388023
39,1913,4.649202760588608
39,181940,3.427324089175864
39,9443,4.601195183624106
39,170480,4.622206508304304
39,1593,2.3694584414216524
40,76163,1.6460933193970004
40,179144,4.375202015300273
40,11096,4.190518349751462
40,259943,2.1806151922028265
40,98357,4.89891796346695
